review_id,course_id,rating,text,label
R00081,8,5,课程内容很清晰，推荐给朋友。,好评
R00082,7,5,推荐给朋友，有收获。,好评
R00083,5,3,内容中等，内容中等。,中性
R00084,10,5,练习题丰富，课程内容很清晰。,好评
R00085,1,3,内容中等，内容中等。,中性
R00086,10,3,学完有基础，一般般。,中性
R00087,10,5,课程内容很清晰，代码可直接跑。,好评
R00088,8,5,课程内容很清晰，代码可直接跑。,好评
R00089,9,5,老师讲得很细，练习题丰富。,好评
R00090,5,5,老师讲得很细，代码可直接跑。,好评
R00091,5,5,练习题丰富，代码可直接跑。,好评
R00092,2,5,代码可直接跑，课程内容很清晰。,好评
R00093,8,5,练习题丰富，练习题丰富。,好评
R00094,5,5,有收获，练习题丰富。,好评
R00095,3,3,一般般，学完有基础。,中性
R00096,2,3,还可以，内容中等。,中性
R00097,3,1,练习题太难，视频质量一般。,差评
R00098,7,5,推荐给朋友，案例贴近实战。,好评
R00099,3,3,一般般，学完有基础。,中性
R00100,1,5,Python 入门好课，有收获。,好评
R00101,2,1,进度条不准，讲解不细致。,差评
R00102,8,3,还可以，一般般。,中性
R00103,5,5,案例贴近实战，推荐给朋友。,好评
R00104,9,1,代码有 bug，进度条不准。,差评
R00105,7,3,一般般，学完有基础。,中性
R00106,3,3,学完有基础，内容中等。,中性
R00107,7,1,视频质量一般，字幕有错。,差评
R00108,8,5,课程内容很清晰，代码可直接跑。,好评
R00109,9,5,案例贴近实战，有收获。,好评
R00110,9,5,课程内容很清晰，老师讲得很细。,好评
R00111,10,3,内容中等，学完有基础。,中性
R00112,5,5,代码可直接跑，有收获。,好评
R00113,5,3,内容中等，还可以。,中性
R00114,4,5,案例贴近实战，推荐给朋友。,好评
R00115,3,5,Python 入门好课，有收获。,好评
R00116,1,5,有收获，课程内容很清晰。,好评
R00117,1,1,字幕有错，节奏太快。,差评
R00118,9,5,案例贴近实战，老师讲得很细。,好评
R00119,6,5,老师讲得很细，推荐给朋友。,好评
R00120,5,5,Python 入门好课，代码可直接跑。,好评
R00121,1,5,Python 入门好课，课程内容很清晰。,好评
R00122,10,5,老师讲得很细，课程内容很清晰。,好评
R00123,2,3,一般般，还可以。,中性
R00124,7,5,老师讲得很细，练习题丰富。,好评
R00125,3,5,练习题丰富，老师讲得很细。,好评
R00126,8,3,内容中等，内容中等。,中性
R00127,5,3,还可以，学完有基础。,中性
R00128,6,1,字幕有错，代码有 bug。,差评
R00129,2,5,代码可直接跑，练习题丰富。,好评
R00130,7,3,内容中等，还可以。,中性
R00131,1,3,学完有基础，内容中等。,中性
R00132,3,3,内容中等，内容中等。,中性
R00133,8,5,推荐给朋友，老师讲得很细。,好评
R00134,7,1,练习题太难，视频质量一般。,差评
R00135,8,1,练习题太难，进度条不准。,差评
R00136,9,5,老师讲得很细，练习题丰富。,好评
R00137,10,5,案例贴近实战，Python 入门好课。,好评
R00138,5,3,还可以，学完有基础。,中性
R00139,2,1,节奏太快，节奏太快。,差评
R00140,8,5,老师讲得很细，代码可直接跑。,好评
R00141,3,1,节奏太快，代码有 bug。,差评
R00142,7,5,课程内容很清晰，课程内容很清晰。,好评
R00143,6,5,代码可直接跑，练习题丰富。,好评
R00144,9,3,学完有基础，还可以。,中性
R00145,7,5,推荐给朋友，推荐给朋友。,好评
R00146,9,5,案例贴近实战，老师讲得很细。,好评
R00147,7,3,一般般，还可以。,中性
R00148,10,5,推荐给朋友，老师讲得很细。,好评
R00149,5,5,有收获，有收获。,好评
R00150,2,3,学完有基础，还可以。,中性
R00151,6,1,讲解不细致，视频质量一般。,差评
R00152,8,1,节奏太快，字幕有错。,差评
R00153,3,3,内容中等，一般般。,中性
R00154,4,5,课程内容很清晰，案例贴近实战。,好评
R00155,7,1,讲解不细致，进度条不准。,差评
R00156,8,5,老师讲得很细，有收获。,好评
R00157,4,3,还可以，学完有基础。,中性
R00158,4,5,练习题丰富，课程内容很清晰。,好评
R00159,10,1,节奏太快，进度条不准。,差评
R00160,7,5,Python 入门好课，推荐给朋友。,好评
R00161,8,5,老师讲得很细，代码可直接跑。,好评
R00162,1,3,学完有基础，还可以。,中性
R00163,6,1,讲解不细致，节奏太快。,差评
R00164,1,1,字幕有错，进度条不准。,差评
R00165,4,5,案例贴近实战，老师讲得很细。,好评
R00166,10,5,推荐给朋友，练习题丰富。,好评
R00167,1,1,练习题太难，节奏太快。,差评
R00168,1,3,一般般，学完有基础。,中性
R00169,1,1,代码有 bug，视频质量一般。,差评
R00170,1,3,一般般，一般般。,中性
R00171,5,3,一般般，还可以。,中性
R00172,2,1,字幕有错，字幕有错。,差评
R00173,3,1,代码有 bug，视频质量一般。,差评
R00174,2,3,还可以，还可以。,中性
R00175,10,1,代码有 bug，视频质量一般。,差评
R00176,4,3,一般般，还可以。,中性
R00177,7,1,代码有 bug，讲解不细致。,差评
R00178,10,1,讲解不细致，节奏太快。,差评
R00179,4,5,练习题丰富，有收获。,好评
R00180,6,5,课程内容很清晰，练习题丰富。,好评
R00181,5,3,还可以，还可以。,中性
R00182,7,1,练习题太难，字幕有错。,差评
R00183,6,1,练习题太难，进度条不准。,差评
R00184,4,3,一般般，学完有基础。,中性
R00185,3,1,视频质量一般，节奏太快。,差评
R00186,3,5,老师讲得很细，案例贴近实战。,好评
R00187,2,3,还可以，学完有基础。,中性
R00188,3,1,节奏太快，节奏太快。,差评
R00189,7,5,老师讲得很细，代码可直接跑。,好评
R00190,4,5,推荐给朋友，练习题丰富。,好评
R00191,9,5,练习题丰富，代码可直接跑。,好评
R00192,4,5,推荐给朋友，案例贴近实战。,好评
R00193,10,5,练习题丰富，课程内容很清晰。,好评
R00194,10,5,练习题丰富，推荐给朋友。,好评
R00195,6,5,老师讲得很细，代码可直接跑。,好评
R00196,9,5,案例贴近实战，课程内容很清晰。,好评
R00197,2,5,Python 入门好课，Python 入门好课。,好评
R00198,10,1,视频质量一般，节奏太快。,差评
R00199,8,3,内容中等，一般般。,中性
R00200,4,1,字幕有错，进度条不准。,差评
R00201,4,5,代码可直接跑，课程内容很清晰。,好评
R00202,8,5,老师讲得很细，练习题丰富。,好评
R00203,3,5,推荐给朋友，练习题丰富。,好评
R00204,6,5,课程内容很清晰，课程内容很清晰。,好评
R00205,7,5,代码可直接跑，Python 入门好课。,好评
R00206,10,5,代码可直接跑，有收获。,好评
R00207,2,5,推荐给朋友，课程内容很清晰。,好评
R00208,3,3,还可以，一般般。,中性
R00209,9,5,课程内容很清晰，推荐给朋友。,好评
R00210,4,5,老师讲得很细，老师讲得很细。,好评
R00211,7,3,学完有基础，内容中等。,中性
R00212,4,5,Python 入门好课，有收获。,好评
R00213,4,5,老师讲得很细，有收获。,好评
R00214,7,1,节奏太快，练习题太难。,差评
R00215,7,1,字幕有错，练习题太难。,差评
R00216,8,1,练习题太难，节奏太快。,差评
R00217,7,5,推荐给朋友，课程内容很清晰。,好评
R00218,10,5,练习题丰富，Python 入门好课。,好评
R00219,7,5,推荐给朋友，练习题丰富。,好评
R00220,8,5,有收获，练习题丰富。,好评
R00221,5,3,一般般，内容中等。,中性
R00222,3,1,练习题太难，讲解不细致。,差评
R00223,5,5,课程内容很清晰，课程内容很清晰。,好评
R00224,8,1,练习题太难，节奏太快。,差评
R00225,3,5,推荐给朋友，案例贴近实战。,好评
R00226,5,3,内容中等，一般般。,中性
R00227,10,5,练习题丰富，练习题丰富。,好评
R00228,7,5,Python 入门好课，老师讲得很细。,好评
R00229,10,5,推荐给朋友，Python 入门好课。,好评
R00230,8,1,代码有 bug，字幕有错。,差评
R00231,7,1,讲解不细致，节奏太快。,差评
R00232,6,5,Python 入门好课，Python 入门好课。,好评
R00233,10,5,案例贴近实战，Python 入门好课。,好评
R00234,7,5,练习题丰富，课程内容很清晰。,好评
R00235,8,5,课程内容很清晰，课程内容很清晰。,好评
R00236,9,3,还可以，学完有基础。,中性
R00237,2,5,案例贴近实战，推荐给朋友。,好评
R00238,4,5,推荐给朋友，推荐给朋友。,好评
R00239,1,1,节奏太快，视频质量一般。,差评
R00240,3,5,案例贴近实战，Python 入门好课。,好评
R00241,4,1,讲解不细致，讲解不细致。,差评
R00242,8,3,还可以，还可以。,中性
R00243,8,5,代码可直接跑，练习题丰富。,好评
R00244,8,3,还可以，学完有基础。,中性
R00245,7,1,字幕有错，练习题太难。,差评
R00246,8,5,练习题丰富，有收获。,好评
R00247,7,5,课程内容很清晰，老师讲得很细。,好评
R00248,5,5,有收获，课程内容很清晰。,好评
R00249,5,1,代码有 bug，字幕有错。,差评
R00250,10,3,一般般，还可以。,中性
R00251,9,3,内容中等，还可以。,中性
R00252,2,3,内容中等，还可以。,中性
R00253,8,3,学完有基础，内容中等。,中性
R00254,6,1,视频质量一般，节奏太快。,差评
R00255,9,5,有收获，练习题丰富。,好评
R00256,3,5,老师讲得很细，Python 入门好课。,好评
R00257,9,5,有收获，Python 入门好课。,好评
R00258,8,1,节奏太快，进度条不准。,差评
R00259,6,5,Python 入门好课，Python 入门好课。,好评
R00260,9,5,有收获，代码可直接跑。,好评
R00261,1,5,案例贴近实战，代码可直接跑。,好评
R00262,6,5,老师讲得很细，有收获。,好评
R00263,9,1,代码有 bug，代码有 bug。,差评
R00264,9,5,老师讲得很细，推荐给朋友。,好评
R00265,9,1,进度条不准，字幕有错。,差评
R00266,10,5,代码可直接跑，推荐给朋友。,好评
R00267,2,1,讲解不细致，字幕有错。,差评
R00268,2,5,Python 入门好课，推荐给朋友。,好评
R00269,3,5,老师讲得很细，案例贴近实战。,好评
R00270,2,1,讲解不细致，节奏太快。,差评
R00271,2,5,练习题丰富，代码可直接跑。,好评
R00272,3,5,练习题丰富，推荐给朋友。,好评
R00273,5,5,Python 入门好课，课程内容很清晰。,好评
R00274,8,5,案例贴近实战，练习题丰富。,好评
R00275,8,5,有收获，案例贴近实战。,好评
R00276,4,5,课程内容很清晰，代码可直接跑。,好评
R00277,4,1,节奏太快，节奏太快。,差评
R00278,10,3,内容中等，学完有基础。,中性
R00279,8,5,有收获，有收获。,好评
R00280,5,3,学完有基础，学完有基础。,中性
R00281,3,5,练习题丰富，代码可直接跑。,好评
R00282,4,1,字幕有错，讲解不细致。,差评
R00283,5,1,代码有 bug，讲解不细致。,差评
R00284,1,1,字幕有错，字幕有错。,差评
R00285,5,5,练习题丰富，有收获。,好评
R00286,10,5,推荐给朋友，练习题丰富。,好评
R00287,3,5,练习题丰富，代码可直接跑。,好评
R00288,3,5,练习题丰富，练习题丰富。,好评
R00289,1,5,Python 入门好课，老师讲得很细。,好评
R00290,8,5,有收获，练习题丰富。,好评
R00291,3,5,代码可直接跑，有收获。,好评
R00292,6,5,Python 入门好课，课程内容很清晰。,好评
R00293,6,1,讲解不细致，练习题太难。,差评
R00294,9,3,学完有基础，一般般。,中性
R00295,1,3,内容中等，还可以。,中性
R00296,3,5,案例贴近实战，推荐给朋友。,好评
R00297,3,1,代码有 bug，讲解不细致。,差评
R00298,5,3,还可以，内容中等。,中性
R00299,10,5,推荐给朋友，代码可直接跑。,好评
R00300,6,5,练习题丰富，推荐给朋友。,好评
R00301,1,3,还可以，学完有基础。,中性
R00302,5,5,练习题丰富，老师讲得很细。,好评
R00303,10,5,课程内容很清晰，案例贴近实战。,好评
R00304,6,5,Python 入门好课，推荐给朋友。,好评
R00305,1,5,老师讲得很细，有收获。,好评
R00306,5,3,一般般，一般般。,中性
R00307,2,1,练习题太难，节奏太快。,差评
R00308,9,5,推荐给朋友，老师讲得很细。,好评
R00309,8,5,案例贴近实战，Python 入门好课。,好评
R00310,10,1,讲解不细致，视频质量一般。,差评
R00311,6,1,视频质量一般，节奏太快。,差评
R00312,7,5,案例贴近实战，练习题丰富。,好评
R00313,6,3,内容中等，学完有基础。,中性
R00314,6,5,课程内容很清晰，代码可直接跑。,好评
R00315,8,5,有收获，代码可直接跑。,好评
R00316,2,1,字幕有错，视频质量一般。,差评
R00317,7,5,Python 入门好课，推荐给朋友。,好评
R00318,3,3,学完有基础，内容中等。,中性
R00319,7,1,字幕有错，进度条不准。,差评
R00320,10,3,学完有基础，一般般。,中性
R00321,4,5,老师讲得很细，练习题丰富。,好评
R00322,9,5,代码可直接跑，推荐给朋友。,好评
R00323,10,5,有收获，老师讲得很细。,好评
R00324,1,5,案例贴近实战，老师讲得很细。,好评
R00325,5,1,代码有 bug，进度条不准。,差评
R00326,9,3,学完有基础，一般般。,中性
R00327,10,1,代码有 bug，进度条不准。,差评
R00328,3,3,一般般，一般般。,中性
R00329,5,1,字幕有错，代码有 bug。,差评
R00330,5,5,推荐给朋友，课程内容很清晰。,好评
R00331,9,5,代码可直接跑，推荐给朋友。,好评
R00332,4,1,进度条不准，代码有 bug。,差评
R00333,3,5,课程内容很清晰，课程内容很清晰。,好评
R00334,8,5,代码可直接跑，代码可直接跑。,好评
R00335,7,5,老师讲得很细，代码可直接跑。,好评
R00336,4,3,一般般，学完有基础。,中性
R00337,5,5,课程内容很清晰，老师讲得很细。,好评
R00338,10,3,学完有基础，还可以。,中性
R00339,10,3,内容中等，学完有基础。,中性
R00340,8,5,案例贴近实战，代码可直接跑。,好评
R00341,9,5,老师讲得很细，有收获。,好评
R00342,3,5,课程内容很清晰，代码可直接跑。,好评
R00343,3,1,视频质量一般，节奏太快。,差评
R00344,3,1,讲解不细致，代码有 bug。,差评
R00345,1,3,内容中等，一般般。,中性
R00346,7,1,讲解不细致，讲解不细致。,差评
R00347,5,5,有收获，课程内容很清晰。,好评
R00348,9,5,代码可直接跑，老师讲得很细。,好评
R00349,3,1,练习题太难，字幕有错。,差评
R00350,9,5,老师讲得很细，练习题丰富。,好评
R00351,5,5,有收获，有收获。,好评
R00352,2,5,代码可直接跑，有收获。,好评
R00353,1,5,有收获，练习题丰富。,好评
R00354,6,5,练习题丰富，代码可直接跑。,好评
R00355,6,5,推荐给朋友，案例贴近实战。,好评
R00356,4,5,练习题丰富，老师讲得很细。,好评
R00357,4,5,练习题丰富，Python 入门好课。,好评
R00358,10,1,字幕有错，视频质量一般。,差评
R00359,8,3,还可以，学完有基础。,中性
R00360,3,5,老师讲得很细，老师讲得很细。,好评
R00361,6,3,还可以，学完有基础。,中性
R00362,3,5,代码可直接跑，有收获。,好评
R00363,3,5,推荐给朋友，有收获。,好评
R00364,2,3,内容中等，还可以。,中性
R00365,3,1,练习题太难，练习题太难。,差评
R00366,3,3,一般般，内容中等。,中性
R00367,2,5,Python 入门好课，练习题丰富。,好评
R00368,2,5,案例贴近实战，老师讲得很细。,好评
R00369,7,3,还可以，学完有基础。,中性
R00370,2,5,课程内容很清晰，Python 入门好课。,好评
R00371,8,5,课程内容很清晰，课程内容很清晰。,好评
R00372,1,1,节奏太快，讲解不细致。,差评
R00373,1,3,还可以，内容中等。,中性
R00374,10,3,还可以，还可以。,中性
R00375,3,5,Python 入门好课，Python 入门好课。,好评
R00376,2,3,内容中等，还可以。,中性
R00377,10,5,练习题丰富，代码可直接跑。,好评
R00378,3,5,有收获，有收获。,好评
R00379,10,1,字幕有错，视频质量一般。,差评
R00380,2,5,Python 入门好课，老师讲得很细。,好评
R00381,4,5,课程内容很清晰，Python 入门好课。,好评
R00382,9,1,讲解不细致，练习题太难。,差评
R00383,4,5,课程内容很清晰，老师讲得很细。,好评
R00384,10,5,推荐给朋友，有收获。,好评
R00385,2,5,练习题丰富，推荐给朋友。,好评
R00386,7,5,练习题丰富，有收获。,好评
R00387,9,5,案例贴近实战，Python 入门好课。,好评
R00388,2,3,一般般，学完有基础。,中性
R00389,8,3,内容中等，还可以。,中性
R00390,8,5,老师讲得很细，练习题丰富。,好评
R00391,9,3,内容中等，内容中等。,中性
R00392,6,5,课程内容很清晰，老师讲得很细。,好评
R00393,7,5,推荐给朋友，老师讲得很细。,好评
R00394,10,3,内容中等，学完有基础。,中性
R00395,4,5,代码可直接跑，推荐给朋友。,好评
R00396,7,3,学完有基础，内容中等。,中性
R00397,8,5,Python 入门好课，老师讲得很细。,好评
R00398,1,3,内容中等，一般般。,中性
R00399,7,5,推荐给朋友，老师讲得很细。,好评
R00400,2,5,推荐给朋友，老师讲得很细。,好评
R00401,7,5,练习题丰富，案例贴近实战。,好评
R00402,2,1,进度条不准，视频质量一般。,差评
R00403,6,5,练习题丰富，老师讲得很细。,好评
R00404,4,3,一般般，内容中等。,中性
R00405,4,5,案例贴近实战，老师讲得很细。,好评
R00406,5,5,案例贴近实战，推荐给朋友。,好评
R00407,6,5,代码可直接跑，案例贴近实战。,好评
R00408,10,1,代码有 bug，进度条不准。,差评
R00409,9,3,学完有基础，学完有基础。,中性
R00410,8,5,代码可直接跑，练习题丰富。,好评
R00411,5,1,节奏太快，节奏太快。,差评
R00412,4,5,推荐给朋友，推荐给朋友。,好评
R00413,1,1,进度条不准，练习题太难。,差评
R00414,2,3,还可以，还可以。,中性
R00415,3,5,推荐给朋友，课程内容很清晰。,好评
R00416,3,5,案例贴近实战，有收获。,好评
R00417,2,3,内容中等，还可以。,中性
R00418,4,3,学完有基础，学完有基础。,中性
R00419,8,1,讲解不细致，进度条不准。,差评
R00420,9,5,推荐给朋友，代码可直接跑。,好评
R00421,1,5,有收获，课程内容很清晰。,好评
R00422,7,5,案例贴近实战，老师讲得很细。,好评
R00423,7,3,学完有基础，内容中等。,中性
R00424,1,1,代码有 bug，代码有 bug。,差评
R00425,9,5,课程内容很清晰，练习题丰富。,好评
R00426,8,5,代码可直接跑，练习题丰富。,好评
R00427,5,5,案例贴近实战，练习题丰富。,好评
R00428,2,5,案例贴近实战，推荐给朋友。,好评
R00429,8,5,推荐给朋友，推荐给朋友。,好评
R00430,7,5,练习题丰富，课程内容很清晰。,好评
R00431,10,5,代码可直接跑，推荐给朋友。,好评
R00432,5,5,案例贴近实战，有收获。,好评
R00433,1,5,有收获，课程内容很清晰。,好评
R00434,6,5,课程内容很清晰，练习题丰富。,好评
R00435,6,5,有收获，课程内容很清晰。,好评
R00436,7,5,案例贴近实战，老师讲得很细。,好评
R00437,7,5,有收获，有收获。,好评
R00438,4,5,有收获，课程内容很清晰。,好评
R00439,5,5,Python 入门好课，Python 入门好课。,好评
R00440,5,3,还可以，还可以。,中性
R00441,3,3,还可以，内容中等。,中性
R00442,6,1,节奏太快，视频质量一般。,差评
R00443,7,5,课程内容很清晰，推荐给朋友。,好评
R00444,1,3,学完有基础，内容中等。,中性
R00445,10,1,进度条不准，代码有 bug。,差评
R00446,7,5,课程内容很清晰，有收获。,好评
R00447,10,5,案例贴近实战，有收获。,好评
R00448,2,3,还可以，学完有基础。,中性
R00449,8,5,Python 入门好课，有收获。,好评
R00450,10,5,有收获，练习题丰富。,好评
R00451,7,1,讲解不细致，讲解不细致。,差评
R00452,2,3,一般般，学完有基础。,中性
R00453,5,5,Python 入门好课，代码可直接跑。,好评
R00454,10,5,课程内容很清晰，代码可直接跑。,好评
R00455,10,5,案例贴近实战，Python 入门好课。,好评
R00456,10,1,进度条不准，节奏太快。,差评
R00457,5,5,老师讲得很细，有收获。,好评
R00458,7,5,老师讲得很细，推荐给朋友。,好评
R00459,2,3,一般般，内容中等。,中性
R00460,7,5,代码可直接跑，代码可直接跑。,好评
R00461,6,1,进度条不准，视频质量一般。,差评
R00462,7,5,Python 入门好课，案例贴近实战。,好评
R00463,9,5,代码可直接跑，推荐给朋友。,好评
R00464,9,1,练习题太难，节奏太快。,差评
R00465,4,5,练习题丰富，推荐给朋友。,好评
R00466,9,5,推荐给朋友，代码可直接跑。,好评
R00467,9,5,案例贴近实战，课程内容很清晰。,好评
R00468,8,1,练习题太难，讲解不细致。,差评
R00469,3,3,一般般，一般般。,中性
R00470,7,3,内容中等，学完有基础。,中性
R00471,4,5,有收获，老师讲得很细。,好评
R00472,5,5,案例贴近实战，代码可直接跑。,好评
R00473,10,5,练习题丰富，代码可直接跑。,好评
R00474,4,3,一般般，学完有基础。,中性
R00475,4,5,老师讲得很细，练习题丰富。,好评
R00476,5,3,还可以，一般般。,中性
R00477,9,5,推荐给朋友，推荐给朋友。,好评
R00478,1,3,学完有基础，学完有基础。,中性
R00479,5,3,一般般，一般般。,中性
R00480,5,3,一般般，还可以。,中性
R00481,1,5,代码可直接跑，练习题丰富。,好评
R00482,1,5,推荐给朋友，课程内容很清晰。,好评
R00483,10,5,老师讲得很细，有收获。,好评
R00484,7,5,代码可直接跑，老师讲得很细。,好评
R00485,7,5,有收获，老师讲得很细。,好评
R00486,2,5,练习题丰富，Python 入门好课。,好评
R00487,8,5,老师讲得很细，代码可直接跑。,好评
R00488,10,1,节奏太快，练习题太难。,差评
R00489,6,1,节奏太快，字幕有错。,差评
R00490,4,5,有收获，案例贴近实战。,好评
R00491,3,3,学完有基础，一般般。,中性
R00492,4,5,老师讲得很细，练习题丰富。,好评
R00493,7,5,代码可直接跑，推荐给朋友。,好评
R00494,8,5,代码可直接跑，课程内容很清晰。,好评
R00495,6,3,内容中等，还可以。,中性
R00496,4,5,案例贴近实战，推荐给朋友。,好评
R00497,6,5,代码可直接跑，练习题丰富。,好评
R00498,6,1,代码有 bug，进度条不准。,差评
R00499,10,5,代码可直接跑，课程内容很清晰。,好评
R00500,1,1,节奏太快，字幕有错。,差评
R00501,9,3,一般般，内容中等。,中性
R00502,6,3,学完有基础，内容中等。,中性
R00503,8,5,老师讲得很细，Python 入门好课。,好评
R00504,7,5,案例贴近实战，课程内容很清晰。,好评
R00505,2,5,代码可直接跑，代码可直接跑。,好评
R00506,4,5,Python 入门好课，代码可直接跑。,好评
R00507,6,5,练习题丰富，推荐给朋友。,好评
R00508,5,5,案例贴近实战，课程内容很清晰。,好评
R00509,8,3,还可以，学完有基础。,中性
R00510,7,3,学完有基础，内容中等。,中性
R00511,5,5,老师讲得很细，练习题丰富。,好评
R00512,7,5,老师讲得很细，有收获。,好评
R00513,1,5,有收获，推荐给朋友。,好评
R00514,8,5,课程内容很清晰，练习题丰富。,好评
R00515,3,1,字幕有错，进度条不准。,差评
R00516,4,1,节奏太快，代码有 bug。,差评
R00517,10,3,内容中等，内容中等。,中性
R00518,3,1,节奏太快，节奏太快。,差评
R00519,10,5,Python 入门好课，练习题丰富。,好评
R00520,6,1,进度条不准，代码有 bug。,差评
R00521,3,5,推荐给朋友，推荐给朋友。,好评
R00522,10,1,讲解不细致，练习题太难。,差评
R00523,4,5,有收获，代码可直接跑。,好评
R00524,6,5,老师讲得很细，案例贴近实战。,好评
R00525,7,5,练习题丰富，案例贴近实战。,好评
R00526,1,5,Python 入门好课，课程内容很清晰。,好评
R00527,8,3,一般般，还可以。,中性
R00528,3,5,Python 入门好课，代码可直接跑。,好评
R00529,10,5,课程内容很清晰，案例贴近实战。,好评
R00530,3,5,案例贴近实战，代码可直接跑。,好评
R00531,3,1,节奏太快，讲解不细致。,差评
R00532,9,5,老师讲得很细，课程内容很清晰。,好评
R00533,8,3,学完有基础，学完有基础。,中性
R00534,4,3,还可以，一般般。,中性
R00535,5,1,练习题太难，字幕有错。,差评
R00536,8,1,讲解不细致，进度条不准。,差评
R00537,7,5,案例贴近实战，练习题丰富。,好评
R00538,5,5,Python 入门好课，Python 入门好课。,好评
R00539,3,3,一般般，学完有基础。,中性
R00540,1,5,案例贴近实战，练习题丰富。,好评
R00541,4,5,代码可直接跑，代码可直接跑。,好评
R00542,4,1,视频质量一般，代码有 bug。,差评
R00543,2,5,有收获，推荐给朋友。,好评
R00544,3,3,还可以，学完有基础。,中性
R00545,4,5,有收获，案例贴近实战。,好评
R00546,10,3,学完有基础，学完有基础。,中性
R00547,2,5,代码可直接跑，老师讲得很细。,好评
R00548,6,3,还可以，还可以。,中性
R00549,6,5,Python 入门好课，推荐给朋友。,好评
R00550,5,5,课程内容很清晰，课程内容很清晰。,好评
R00551,7,3,学完有基础，内容中等。,中性
R00552,9,5,有收获，练习题丰富。,好评
